customer_key,customer_id,customer_name,country,ages,age_category,total_orders,total_quantity,total_products,total_sales,customer_type,recent_order,oldest_order,time_period,customer_frequency,avg_spend_of_customer,spend_by_customer,customer_contribution
12692,23691,Karen Hu,United States,76,Senior_Citizen,1,1,1,30,NEW,2013-06-12,2013-06-12,0,new customer,30,30,0.00%
12693,23692,Isaac King,United States,65,Senior_Citizen,1,3,3,43,NEW,2013-07-10,2013-07-10,0,new customer,14.33,43,0.00%
12694,23693,Jacqueline Jenkins,United States,75,Senior_Citizen,1,4,4,120,NEW,2013-07-13,2013-07-13,0,new customer,30,120,0.00%
12695,23694,Brian Brooks,United States,76,Senior_Citizen,1,3,3,70,NEW,2013-06-30,2013-06-30,0,new customer,23.33,70,0.00%
12696,23695,Elijah Coleman,United States,75,Senior_Citizen,1,6,6,151,NEW,2013-02-06,2013-02-06,0,new customer,25.17,151,0.00%
12697,23696,Autumn Li,United States,75,Senior_Citizen,1,7,7,233,NEW,2013-03-21,2013-03-21,0,new customer,33.29,233,0.00%
12698,23697,Cody Kelly,United States,75,Senior_Citizen,1,3,3,70,NEW,2013-04-14,2013-04-14,0,new customer,23.33,70,0.00%
12699,23698,Melissa Coleman,United States,76,Senior_Citizen,1,1,1,30,NEW,2013-12-26,2013-12-26,0,new customer,30,30,0.00%
12700,23699,Nicholas Walker,United States,76,Senior_Citizen,1,3,3,1274,Regular,2013-08-02,2013-08-02,0,new customer,424.67,1274,0.00%
12701,23700,Katelyn Young,United States,70,Senior_Citizen,1,1,1,30,NEW,2013-12-22,2013-12-22,0,new customer,30,30,0.00%
12702,23701,Marissa Barnes,United States,75,Senior_Citizen,1,4,4,589,NEW,2013-09-29,2013-09-29,0,new customer,147.25,589,0.00%
12703,23702,Eduardo James,United States,74,Senior_Citizen,1,2,2,94,NEW,2014-01-22,2014-01-22,0,new customer,47,94,0.00%
12704,23703,Jacqueline Sanchez,United States,74,Senior_Citizen,1,2,2,35,NEW,2013-10-12,2013-10-12,0,new customer,17.5,35,0.00%
12705,23704,Christopher Moore,United States,75,Senior_Citizen,1,4,4,600,NEW,2013-10-01,2013-10-01,0,new customer,150,600,0.00%
12706,23705,Jeremy Bryant,United States,75,Senior_Citizen,1,4,4,94,NEW,2013-11-16,2013-11-16,0,new customer,23.5,94,0.00%
12707,23706,Mackenzie Cooper,United States,69,Senior_Citizen,1,1,1,540,NEW,2013-10-31,2013-10-31,0,new customer,540,540,0.00%
12708,23707,William Anderson,United States,74,Senior_Citizen,1,3,3,565,NEW,2013-11-19,2013-11-19,0,new customer,188.33,565,0.00%
12709,23708,Victoria Coleman,United States,75,Senior_Citizen,1,2,2,575,NEW,2013-11-13,2013-11-13,0,new customer,287.5,575,0.00%
12710,23709,Devin Perry,United States,74,Senior_Citizen,1,2,2,549,NEW,2013-11-28,2013-11-28,0,new customer,274.5,549,0.00%
12711,23710,Anna Sanchez,United States,73,Senior_Citizen,1,1,1,30,NEW,2013-08-16,2013-08-16,0,new customer,30,30,0.00%
12712,23711,Fernando Diaz,United States,73,Senior_Citizen,1,2,2,35,NEW,2013-02-21,2013-02-21,0,new customer,17.5,35,0.00%
12713,23712,Riley Murphy,United States,74,Senior_Citizen,1,2,2,39,NEW,2013-08-14,2013-08-14,0,new customer,19.5,39,0.00%
12714,23713,Arianna Butler,United States,73,Senior_Citizen,1,2,2,35,NEW,2013-12-19,2013-12-19,0,new customer,17.5,35,0.00%
12715,23714,Joseph Williams,United States,74,Senior_Citizen,1,3,3,45,NEW,2013-03-06,2013-03-06,0,new customer,15,45,0.00%
12716,23715,Isabel Flores,United States,74,Senior_Citizen,1,1,1,540,NEW,2013-11-17,2013-11-17,0,new customer,540,540,0.00%
12717,23716,Kyle Wright,Canada,73,Senior_Citizen,1,2,2,27,NEW,2013-04-16,2013-04-16,0,new customer,13.5,27,0.00%
12718,23717,Aidan Griffin,United States,73,Senior_Citizen,1,1,1,30,NEW,2013-05-26,2013-05-26,0,new customer,30,30,0.00%
12719,23718,Nelson Blanco,United States,67,Senior_Citizen,1,4,4,567,NEW,2013-10-18,2013-10-18,0,new customer,141.75,567,0.00%
12720,23719,Marcus James,Canada,72,Senior_Citizen,1,2,2,40,NEW,2014-01-13,2014-01-13,0,new customer,20,40,0.00%
12721,23720,Anna Davis,United States,72,Senior_Citizen,1,2,2,35,NEW,2013-11-22,2013-11-22,0,new customer,17.5,35,0.00%
12722,23721,John Clark,United States,71,Senior_Citizen,1,4,4,589,NEW,2013-10-17,2013-10-17,0,new customer,147.25,589,0.00%
12723,23722,Andrea Perez,United States,72,Senior_Citizen,1,2,2,32,NEW,2013-03-19,2013-03-19,0,new customer,16,32,0.00%
12724,23723,Jose Phillips,United States,72,Senior_Citizen,1,5,5,628,NEW,2013-10-04,2013-10-04,0,new customer,125.6,628,0.00%
12725,23724,Gabrielle Hughes,United States,72,Senior_Citizen,1,4,4,589,NEW,2013-11-17,2013-11-17,0,new customer,147.25,589,0.00%
12726,23725,Dennis Ware,Canada,70,Senior_Citizen,2,3,3,4828,Regular,2013-06-10,2011-10-01,20,regular customer,1609.33,4828,0.02%
12727,23726,Darrell Xie,United States,71,Senior_Citizen,1,4,4,563,NEW,2013-10-25,2013-10-25,0,new customer,140.75,563,0.00%
12728,23727,Bruce Serrano,United States,71,Senior_Citizen,1,2,2,35,NEW,2013-06-26,2013-06-26,0,new customer,17.5,35,0.00%
12729,23728,Paige Kelly,United States,71,Senior_Citizen,1,3,3,70,NEW,2013-04-10,2013-04-10,0,new customer,23.33,70,0.00%
12730,23729,Marcus Allen,United States,70,Senior_Citizen,1,3,3,72,NEW,2013-02-03,2013-02-03,0,new customer,24,72,0.00%
12731,23730,Morgan Rodriguez,Canada,70,Senior_Citizen,2,3,3,4828,Regular,2013-07-04,2011-10-15,21,old customer,1609.33,4828,0.02%
12732,23731,Jose Thompson,Canada,64,Senior_Citizen,2,3,3,4828,Regular,2013-07-04,2011-10-15,21,old customer,1609.33,4828,0.02%
12733,23732,Xavier Wood,United States,70,Senior_Citizen,1,5,5,74,NEW,2013-04-05,2013-04-05,0,new customer,14.8,74,0.00%
12734,23733,Natasha Gomez,United States,58,Mid_aged,1,4,4,567,NEW,2013-10-08,2013-10-08,0,new customer,141.75,567,0.00%
12735,23734,Melanie Wood,United States,70,Senior_Citizen,1,3,3,70,NEW,2013-07-14,2013-07-14,0,new customer,23.33,70,0.00%
12736,23735,Amanda Washington,United States,70,Senior_Citizen,1,2,2,35,NEW,2013-03-02,2013-03-02,0,new customer,17.5,35,0.00%
12737,23736,Sydney Rivera,United States,69,Senior_Citizen,1,3,3,43,NEW,2013-05-04,2013-05-04,0,new customer,14.33,43,0.00%
12738,23737,Elena Velez Amezaga,United States,70,Senior_Citizen,1,2,2,35,NEW,2013-08-12,2013-08-12,0,new customer,17.5,35,0.00%
12739,23738,Julian Bennett,United States,63,Senior_Citizen,1,2,2,37,NEW,2013-10-16,2013-10-16,0,new customer,18.5,37,0.00%
12740,23739,Virginia Kapoor,United States,68,Senior_Citizen,1,4,4,573,NEW,2013-10-30,2013-10-30,0,new customer,143.25,573,0.00%
12741,23740,Noah Jackson,United States,63,Senior_Citizen,1,2,2,37,NEW,2013-08-03,2013-08-03,0,new customer,18.5,37,0.00%
12742,23741,Dana Romero,United States,68,Senior_Citizen,1,1,1,33,NEW,2013-10-19,2013-10-19,0,new customer,33,33,0.00%
12743,23742,Morgan Cox,United States,67,Senior_Citizen,1,3,3,615,NEW,2013-10-07,2013-10-07,0,new customer,205,615,0.00%
12744,23743,Terrence Xu,United Kingdom,41,Mid_aged,1,2,2,40,NEW,2013-02-24,2013-02-24,0,new customer,20,40,0.00%
12745,23744,Barry Prasad,France,41,Mid_aged,1,4,4,567,NEW,2013-10-21,2013-10-21,0,new customer,141.75,567,0.00%
12746,23745,Dana Vazquez,France,40,Mid_aged,1,4,4,44,NEW,2013-04-30,2013-04-30,0,new customer,11,44,0.00%
12747,23746,Lane Sacksteder,France,40,Mid_aged,1,1,1,540,NEW,2013-09-30,2013-09-30,0,new customer,540,540,0.00%
12748,23747,Theodore Romero,United Kingdom,40,Mid_aged,1,4,4,1142,Regular,2013-04-25,2013-04-25,0,new customer,285.5,1142,0.00%
12749,23748,Yolanda Pal,France,43,Mid_aged,1,3,3,36,NEW,2013-10-07,2013-10-07,0,new customer,12,36,0.00%
12750,23749,Brandi Ashe,France,43,Mid_aged,1,4,4,78,NEW,2013-09-19,2013-09-19,0,new customer,19.5,78,0.00%
12751,23750,Tanya Serrano,United Kingdom,47,Mid_aged,1,2,2,1155,Regular,2013-02-07,2013-02-07,0,new customer,577.5,1155,0.00%
12752,23751,Lacey Lal,United Kingdom,46,Mid_aged,1,2,2,1155,Regular,2013-03-11,2013-03-11,0,new customer,577.5,1155,0.00%
12753,23752,Devin Torres,United Kingdom,46,Mid_aged,1,3,3,1164,Regular,2013-04-06,2013-04-06,0,new customer,388,1164,0.00%
12754,23753,Arthur Sara,United Kingdom,48,Mid_aged,1,5,5,1193,Regular,2013-04-24,2013-04-24,0,new customer,238.6,1193,0.00%
12755,23754,Cassie Goel,France,49,Mid_aged,1,3,3,69,NEW,2013-10-21,2013-10-21,0,new customer,23,69,0.00%
12756,23755,Louis Wu,Germany,43,Mid_aged,1,2,2,6,NEW,2013-08-16,2013-08-16,0,new customer,3,6,0.00%
12757,23756,Omar Jai,France,48,Mid_aged,1,3,3,151,NEW,2013-04-01,2013-04-01,0,new customer,50.33,151,0.00%
12758,23757,James Roberts,Germany,49,Mid_aged,1,2,2,39,NEW,2013-04-29,2013-04-29,0,new customer,19.5,39,0.00%
12759,23758,Virginia Malhotra,France,48,Mid_aged,1,2,2,1755,Regular,2013-02-14,2013-02-14,0,new customer,877.5,1755,0.01%
12760,23759,Clinton Alonso,Germany,47,Mid_aged,1,2,2,2476,Regular,2013-01-21,2013-01-21,0,new customer,1238,2476,0.01%
12761,23760,Nina Sharma,United Kingdom,47,Mid_aged,1,3,3,1183,Regular,2013-04-14,2013-04-14,0,new customer,394.33,1183,0.00%
12762,23761,Tonya Pal,France,48,Mid_aged,1,3,3,69,NEW,2013-06-22,2013-06-22,0,new customer,23,69,0.00%
12763,23762,Ruben Ramos,United Kingdom,43,Mid_aged,1,3,3,1164,Regular,2013-04-21,2013-04-21,0,new customer,388,1164,0.00%
12764,23763,Micheal Romero,France,48,Mid_aged,1,2,2,1736,Regular,2013-03-21,2013-03-21,0,new customer,868,1736,0.01%
12765,23764,Alisha Liu,Germany,43,Mid_aged,1,3,3,2457,Regular,2013-02-21,2013-02-21,0,new customer,819,2457,0.01%
12766,23765,Kelly Price,Germany,49,Mid_aged,1,5,5,2535,Regular,2013-03-24,2013-03-24,0,new customer,507,2535,0.01%
12767,23766,Cassandra Martinez,Germany,49,Mid_aged,1,3,3,69,NEW,2013-07-31,2013-07-31,0,new customer,23,69,0.00%
12768,23767,Arianna Bennett,United Kingdom,49,Mid_aged,1,2,2,14,NEW,2014-01-17,2014-01-17,0,new customer,7,14,0.00%
12769,23768,Joshua Garcia,United Kingdom,49,Mid_aged,1,2,2,29,NEW,2014-01-01,2014-01-01,0,new customer,14.5,29,0.00%
12770,23769,Natasha Dominguez,United Kingdom,50,Mid_aged,1,2,2,29,NEW,2013-03-14,2013-03-14,0,new customer,14.5,29,0.00%
12771,23770,Jamie Carlson,United Kingdom,50,Mid_aged,1,1,1,5,NEW,2013-02-21,2013-02-21,0,new customer,5,5,0.00%
12772,23771,Julio Gomez,France,50,Mid_aged,1,5,5,83,NEW,2013-05-13,2013-05-13,0,new customer,16.6,83,0.00%
12773,23772,Cory Raman,Germany,50,Mid_aged,1,2,2,39,NEW,2013-07-15,2013-07-15,0,new customer,19.5,39,0.00%
12774,23773,Jon Cai,France,50,Mid_aged,1,3,3,89,NEW,2013-03-31,2013-03-31,0,new customer,29.67,89,0.00%
12775,23774,Reginald Harrison,United Kingdom,50,Mid_aged,1,5,5,1234,Regular,2013-04-05,2013-04-05,0,new customer,246.8,1234,0.00%
12776,23775,Cedric Shan,United Kingdom,51,Mid_aged,1,2,2,1155,Regular,2013-04-18,2013-04-18,0,new customer,577.5,1155,0.00%
12777,23776,Cristina Yuan,Germany,51,Mid_aged,1,2,2,2478,Regular,2013-03-17,2013-03-17,0,new customer,1239,2478,0.01%
12778,23777,Candice Zhang,United Kingdom,51,Mid_aged,1,3,3,1179,Regular,2013-05-01,2013-05-01,0,new customer,393,1179,0.00%
12779,23778,Louis Huang,France,49,Mid_aged,1,4,4,589,NEW,2013-10-23,2013-10-23,0,new customer,147.25,589,0.00%
12780,23779,Deanna Dominguez,United Kingdom,49,Mid_aged,1,3,3,1147,Regular,2013-05-27,2013-05-27,0,new customer,382.33,1147,0.00%
12781,23780,Mason Stewart,France,51,Mid_aged,1,2,2,1751,Regular,2013-03-28,2013-03-28,0,new customer,875.5,1751,0.01%
12782,23781,Jordyn Ross,United States,46,Mid_aged,1,4,4,567,NEW,2013-10-15,2013-10-15,0,new customer,141.75,567,0.00%
12783,23782,Edward Bryant,United States,46,Mid_aged,1,3,3,70,NEW,2013-09-25,2013-09-25,0,new customer,23.33,70,0.00%
12784,23783,Zachary Smith,Canada,90,Senior_Citizen,1,2,2,59,NEW,2013-03-03,2013-03-03,0,new customer,29.5,59,0.00%
12785,23784,Preston Arun,United States,49,Mid_aged,1,2,2,35,NEW,2013-02-06,2013-02-06,0,new customer,17.5,35,0.00%
12786,23785,Taylor Harris,United States,54,Mid_aged,1,3,3,37,NEW,2013-02-03,2013-02-03,0,new customer,12.33,37,0.00%
12787,23786,Carrie Serrano,United States,67,Senior_Citizen,1,2,2,39,NEW,2013-07-10,2013-07-10,0,new customer,19.5,39,0.00%
12788,23787,Adrian Ward,United States,66,Senior_Citizen,1,3,3,72,NEW,2013-03-25,2013-03-25,0,new customer,24,72,0.00%
12789,23788,Michael Smith,United States,66,Senior_Citizen,1,1,1,1215,Regular,2013-08-22,2013-08-22,0,new customer,1215,1215,0.00%
12790,23789,Ryan Walker,United States,67,Senior_Citizen,1,4,4,1251,Regular,2013-09-24,2013-09-24,0,new customer,312.75,1251,0.00%
12791,23790,Isabella Williams,United States,66,Senior_Citizen,1,4,4,47,NEW,2013-07-07,2013-07-07,0,new customer,11.75,47,0.00%
12792,23791,Aaron Griffin,United States,65,Senior_Citizen,1,3,3,72,NEW,2013-06-30,2013-06-30,0,new customer,24,72,0.00%
12793,23792,Jessie Wu,United States,66,Senior_Citizen,1,1,1,33,NEW,2013-07-16,2013-07-16,0,new customer,33,33,0.00%
12794,23793,Ryan Kumar,United States,66,Senior_Citizen,1,3,3,39,NEW,2013-04-16,2013-04-16,0,new customer,13,39,0.00%
12795,23794,Abigail Powell,United States,66,Senior_Citizen,1,2,2,1250,Regular,2013-10-02,2013-10-02,0,new customer,625,1250,0.00%
12796,23795,Lauren Moore,United States,65,Senior_Citizen,1,3,3,72,NEW,2013-03-19,2013-03-19,0,new customer,24,72,0.00%
12797,23796,Miguel Young,United States,55,Mid_aged,1,2,2,37,NEW,2013-07-05,2013-07-05,0,new customer,18.5,37,0.00%
12798,23797,Nathan Perez,United States,65,Senior_Citizen,1,2,2,68,NEW,2013-04-12,2013-04-12,0,new customer,34,68,0.00%
12799,23798,Julia Kelly,Canada,64,Senior_Citizen,1,3,3,68,NEW,2013-03-18,2013-03-18,0,new customer,22.67,68,0.00%
12800,23799,Carolyn Chandra,United States,64,Senior_Citizen,1,3,3,1229,Regular,2013-12-12,2013-12-12,0,new customer,409.67,1229,0.00%
12801,23800,Kaylee Cox,United States,63,Senior_Citizen,1,3,3,72,NEW,2013-10-06,2013-10-06,0,new customer,24,72,0.00%
12802,23801,Taylor Wood,United States,64,Senior_Citizen,1,2,2,83,NEW,2013-02-15,2013-02-15,0,new customer,41.5,83,0.00%
12803,23802,Emily Diaz,United States,58,Mid_aged,1,1,1,33,NEW,2013-12-03,2013-12-03,0,new customer,33,33,0.00%
12804,23803,Bernard Thames,Canada,64,Senior_Citizen,1,2,2,69,NEW,2013-06-05,2013-06-05,0,new customer,34.5,69,0.00%
12805,23804,Kristen Ma,United States,57,Mid_aged,1,3,3,72,NEW,2013-03-24,2013-03-24,0,new customer,24,72,0.00%
12806,23805,Luke Hayes,United States,63,Senior_Citizen,1,1,1,33,NEW,2013-09-25,2013-09-25,0,new customer,33,33,0.00%
12807,23806,Olivia Foster,Canada,62,Senior_Citizen,1,1,1,3578,Regular,2011-10-27,2011-10-27,0,new customer,3578,3578,0.01%
12808,23807,Carson Hughes,United States,63,Senior_Citizen,1,4,4,608,NEW,2013-10-26,2013-10-26,0,new customer,152,608,0.00%
12809,23808,Spencer Perry,United States,46,Mid_aged,1,1,1,30,NEW,2013-06-20,2013-06-20,0,new customer,30,30,0.00%
12810,23809,Danielle Sanchez,United States,63,Senior_Citizen,1,1,1,30,NEW,2013-09-12,2013-09-12,0,new customer,30,30,0.00%
12811,23810,Sarah Lee,United States,62,Senior_Citizen,1,2,2,32,NEW,2013-05-22,2013-05-22,0,new customer,16,32,0.00%
12812,23811,Ethan Powell,United States,57,Mid_aged,1,2,2,549,NEW,2013-10-25,2013-10-25,0,new customer,274.5,549,0.00%
12813,23812,Cameron Butler,United States,56,Mid_aged,1,3,3,70,NEW,2013-10-02,2013-10-02,0,new customer,23.33,70,0.00%
12814,23813,Hannah Bennett,United States,61,Senior_Citizen,1,2,2,564,NEW,2013-10-16,2013-10-16,0,new customer,282,564,0.00%
12815,23814,Angela Foster,United States,61,Senior_Citizen,1,1,1,30,NEW,2013-09-10,2013-09-10,0,new customer,30,30,0.00%
12816,23815,Julia Ward,United States,61,Senior_Citizen,1,4,4,724,NEW,2013-10-04,2013-10-04,0,new customer,181,724,0.00%
12817,23816,Natalie Johnson,United States,62,Senior_Citizen,1,3,3,563,NEW,2013-10-01,2013-10-01,0,new customer,187.67,563,0.00%
12818,23817,Kaitlyn Murphy,United States,61,Senior_Citizen,1,1,1,30,NEW,2013-06-22,2013-06-22,0,new customer,30,30,0.00%
12819,23818,Cassidy Gonzales,United States,43,Mid_aged,1,3,3,554,NEW,2013-10-06,2013-10-06,0,new customer,184.67,554,0.00%
12820,23819,Vanessa Washington,Canada,42,Mid_aged,2,3,3,4802,Regular,2013-07-12,2011-10-14,21,old customer,1600.67,4802,0.02%
12821,23820,Isabelle Diaz,United States,47,Mid_aged,1,3,3,37,NEW,2013-12-15,2013-12-15,0,new customer,12.33,37,0.00%
12822,23821,Jordan Lal,United States,48,Mid_aged,1,5,5,639,NEW,2013-11-17,2013-11-17,0,new customer,127.8,639,0.00%
12823,23822,Sierra Campbell,United States,47,Mid_aged,1,3,3,37,NEW,2013-05-05,2013-05-05,0,new customer,12.33,37,0.00%
12824,23823,Samuel Davis,United States,42,Mid_aged,1,3,3,59,NEW,2013-05-18,2013-05-18,0,new customer,19.67,59,0.00%
12825,23824,Edward Carter,United States,42,Mid_aged,1,3,3,70,NEW,2013-02-06,2013-02-06,0,new customer,23.33,70,0.00%
12826,23825,Katherine Coleman,United States,48,Mid_aged,1,2,2,32,NEW,2013-10-17,2013-10-17,0,new customer,16,32,0.00%
12827,23826,Dalton Ross,United States,42,Mid_aged,1,2,2,32,NEW,2013-04-11,2013-04-11,0,new customer,16,32,0.00%
12828,23827,Wyatt Hall,Canada,43,Mid_aged,1,2,2,14,NEW,2013-12-04,2013-12-04,0,new customer,7,14,0.00%
12829,23828,Carolyn Carlson,United States,49,Mid_aged,1,2,2,549,NEW,2013-11-12,2013-11-12,0,new customer,274.5,549,0.00%
12830,23829,Anthony Rodriguez,Canada,48,Mid_aged,2,3,3,4802,Regular,2013-07-04,2011-10-06,21,old customer,1600.67,4802,0.02%
12831,23830,Cameron White,Canada,48,Mid_aged,2,3,3,4802,Regular,2013-08-20,2011-10-13,22,old customer,1600.67,4802,0.02%
12832,23831,Colleen Jai,United States,49,Mid_aged,1,3,3,70,NEW,2013-02-01,2013-02-01,0,new customer,23.33,70,0.00%
12833,23832,Alexandra Ramirez,United States,48,Mid_aged,1,5,5,687,NEW,2013-11-02,2013-11-02,0,new customer,137.4,687,0.00%
12834,23833,Kevin Gonzales,United States,43,Mid_aged,1,4,4,722,NEW,2013-11-27,2013-11-27,0,new customer,180.5,722,0.00%
12835,23834,Ethan Long,United States,49,Mid_aged,1,4,4,562,NEW,2013-11-09,2013-11-09,0,new customer,140.5,562,0.00%
12836,23835,Marcus Jackson,United States,43,Mid_aged,1,4,4,604,NEW,2013-11-06,2013-11-06,0,new customer,151,604,0.00%
12837,23836,Chloe Carter,United States,49,Mid_aged,1,3,3,599,NEW,2013-11-20,2013-11-20,0,new customer,199.67,599,0.00%
12838,23837,Jonathan Li,United States,45,Mid_aged,1,2,2,575,NEW,2013-11-17,2013-11-17,0,new customer,287.5,575,0.00%
12839,23838,Ariana Ready,United States,50,Mid_aged,1,1,1,540,NEW,2013-11-20,2013-11-20,0,new customer,540,540,0.00%
12840,23839,Savannah Howard,United States,45,Mid_aged,1,1,1,30,NEW,2013-04-15,2013-04-15,0,new customer,30,30,0.00%
12841,23840,Mason Ward,United States,45,Mid_aged,1,1,1,540,NEW,2013-11-22,2013-11-22,0,new customer,540,540,0.00%
12842,23841,Sydney Phillips,United States,45,Mid_aged,1,6,6,659,NEW,2013-11-22,2013-11-22,0,new customer,109.83,659,0.00%
12843,23842,Connor Bryant,Canada,50,Mid_aged,2,3,3,4828,Regular,2013-09-18,2011-10-11,23,old customer,1609.33,4828,0.02%
12844,23843,Marcus Patterson,United States,50,Mid_aged,1,2,2,39,NEW,2013-11-18,2013-11-18,0,new customer,19.5,39,0.00%
12845,23844,Alexandra Gonzales,United States,52,Mid_aged,1,3,3,563,NEW,2013-11-24,2013-11-24,0,new customer,187.67,563,0.00%
12846,23845,Madeline Turner,United States,51,Mid_aged,1,4,4,608,NEW,2013-11-16,2013-11-16,0,new customer,152,608,0.00%
12847,23846,Aidan Diaz,Canada,52,Mid_aged,2,3,3,4828,Regular,2013-09-27,2011-10-26,23,old customer,1609.33,4828,0.02%
12848,23847,Chad Sharma,United States,52,Mid_aged,1,4,4,722,NEW,2013-11-02,2013-11-02,0,new customer,180.5,722,0.00%
12849,23848,Pamela Sai,United States,52,Mid_aged,1,2,2,561,NEW,2013-11-01,2013-11-01,0,new customer,280.5,561,0.00%
12850,23849,Alexis Simmons,United States,50,Mid_aged,1,4,4,600,NEW,2013-11-09,2013-11-09,0,new customer,150,600,0.00%
12851,23850,Anna Hall,United States,49,Mid_aged,1,1,1,540,NEW,2013-11-12,2013-11-12,0,new customer,540,540,0.00%
12852,23851,Mariah Rogers,United States,50,Mid_aged,1,1,1,540,NEW,2013-11-02,2013-11-02,0,new customer,540,540,0.00%
12853,23852,Desiree Torres,United States,50,Mid_aged,1,4,4,589,NEW,2013-11-13,2013-11-13,0,new customer,147.25,589,0.00%
12854,23853,Isaac Perez,United States,51,Mid_aged,1,4,4,589,NEW,2013-11-17,2013-11-17,0,new customer,147.25,589,0.00%
12855,23854,Megan Torres,United States,52,Mid_aged,1,3,3,584,NEW,2013-11-10,2013-11-10,0,new customer,194.67,584,0.00%
12856,23855,Carlos Watson,United States,52,Mid_aged,1,4,4,624,NEW,2013-11-20,2013-11-20,0,new customer,156,624,0.00%
12857,23856,Sarah Taylor,United States,51,Mid_aged,1,2,2,604,NEW,2013-11-01,2013-11-01,0,new customer,302,604,0.00%
12858,23857,Alexandra Anderson,United States,51,Mid_aged,1,4,4,600,NEW,2013-11-14,2013-11-14,0,new customer,150,600,0.00%
12859,23858,Jonathan Powell,Canada,52,Mid_aged,2,4,4,4712,Regular,2013-02-21,2011-10-01,16,regular customer,1178,4712,0.02%
12860,23859,Megan Anderson,Canada,47,Mid_aged,2,3,3,4153,Regular,2012-12-31,2011-10-20,14,regular customer,1384.33,4153,0.01%
12861,23860,Eric Long,United States,53,Mid_aged,1,2,2,549,NEW,2013-11-05,2013-11-05,0,new customer,274.5,549,0.00%
12862,23861,Keith Anand,United States,53,Mid_aged,1,2,2,153,NEW,2013-02-16,2013-02-16,0,new customer,76.5,153,0.00%
12863,23862,Rebekah Kapoor,United States,48,Mid_aged,1,3,3,70,NEW,2013-03-31,2013-03-31,0,new customer,23.33,70,0.00%
12864,23863,Christian Williams,United States,54,Mid_aged,1,3,3,70,NEW,2013-06-10,2013-06-10,0,new customer,23.33,70,0.00%
12865,23864,Chloe Jackson,United States,48,Mid_aged,1,3,3,85,NEW,2013-07-29,2013-07-29,0,new customer,28.33,85,0.00%
12866,23865,Lori Sanz,Canada,51,Mid_aged,2,4,4,4892,Regular,2013-09-20,2011-11-01,22,old customer,1223,4892,0.02%
12867,23866,Xavier Flores,Canada,51,Mid_aged,2,3,3,4828,Regular,2013-10-10,2011-11-13,23,old customer,1609.33,4828,0.02%
12868,23867,Sarah Henderson,Canada,50,Mid_aged,2,3,3,4802,Regular,2013-10-28,2011-11-14,23,old customer,1600.67,4802,0.02%
12869,23868,Abigail Coleman,Canada,50,Mid_aged,2,5,5,4829,Regular,2013-10-23,2011-11-15,23,old customer,965.8,4829,0.02%
12870,23869,Wayne Nara,United States,51,Mid_aged,1,2,2,35,NEW,2013-03-10,2013-03-10,0,new customer,17.5,35,0.00%
12871,23870,Elijah Henderson,United States,51,Mid_aged,1,5,5,624,NEW,2013-12-21,2013-12-21,0,new customer,124.8,624,0.00%
12872,23871,Bailey Richardson,United States,51,Mid_aged,1,4,4,674,NEW,2013-12-10,2013-12-10,0,new customer,168.5,674,0.00%
12873,23872,Matthew Garcia,United States,51,Mid_aged,1,4,4,556,NEW,2013-12-19,2013-12-19,0,new customer,139,556,0.00%
12874,23873,Nicole Miller,United States,50,Mid_aged,1,4,4,629,NEW,2013-12-07,2013-12-07,0,new customer,157.25,629,0.00%
12875,23874,Abigail Cook,United States,48,Mid_aged,1,1,1,540,NEW,2013-10-30,2013-10-30,0,new customer,540,540,0.00%
12876,23875,Sean Green,United States,55,Mid_aged,1,3,3,37,NEW,2013-11-24,2013-11-24,0,new customer,12.33,37,0.00%
12877,23876,David Henderson,United States,55,Mid_aged,1,2,2,37,NEW,2013-10-03,2013-10-03,0,new customer,18.5,37,0.00%
12878,23877,Katherine Morris,United States,55,Mid_aged,1,4,4,79,NEW,2013-11-29,2013-11-29,0,new customer,19.75,79,0.00%
12879,23878,Chloe Wood,United States,49,Mid_aged,1,4,4,589,NEW,2013-12-07,2013-12-07,0,new customer,147.25,589,0.00%
12880,23879,Amber Gonzalez,Canada,55,Mid_aged,1,3,3,64,NEW,2013-03-29,2013-03-29,0,new customer,21.33,64,0.00%
12881,23880,Noah Patterson,United States,55,Mid_aged,1,3,3,554,NEW,2013-12-04,2013-12-04,0,new customer,184.67,554,0.00%
12882,23881,Joshua Martinez,United States,52,Mid_aged,1,2,2,549,NEW,2013-12-01,2013-12-01,0,new customer,274.5,549,0.00%
12883,23882,Alexia Butler,United States,52,Mid_aged,1,2,2,604,NEW,2013-12-11,2013-12-11,0,new customer,302,604,0.00%
12884,23883,Jackson Russell,United States,46,Mid_aged,1,5,5,575,NEW,2013-12-24,2013-12-24,0,new customer,115,575,0.00%
12885,23884,Ethan Ross,United States,52,Mid_aged,1,2,2,604,NEW,2013-12-28,2013-12-28,0,new customer,302,604,0.00%
12886,23885,Angela Morris,United States,52,Mid_aged,1,1,1,540,NEW,2013-12-22,2013-12-22,0,new customer,540,540,0.00%
12887,23886,Sean Stewart,United States,51,Mid_aged,1,4,4,563,NEW,2013-12-04,2013-12-04,0,new customer,140.75,563,0.00%
12888,23887,Mason Carter,United States,55,Mid_aged,1,2,2,549,NEW,2013-12-03,2013-12-03,0,new customer,274.5,549,0.00%
